name,review,rating
"HALO SleepSack Plush Dot Velboa Wearable Blanket, Cream, Medium",Very soft and seems to be comfortable. The fabric is nice. It was a lot bigger than I expected it to be but I like that because it will last longer,5
Regalo Easy Step Extra Tall Walk Thru Gate - White,"I have no complaints for the installation using the included mounts and screws but I bought this because it was supposed to pressure mount and it just doesn't work that way for me.I found that I needed so much pressure to just hold the door in the door frame that I could no longer open and close the gate.Once I loosened it enough so the gate could open and close the entire door would come out of the frame so I just permanently installed the door with the screws, but the pressure mount system didn't work the way it was intended.",3
"Summer Infant 3-Stage Superseat Highchair, Green","Great little seat, my 5 month old loves it. We strap it onto a chair sometimes and use it while feeding him (we just started rice cereal). He has lots of fun in it and the two little bowl/cup things are great because they can be pulled out. I gave it 4 stars because it would be nice if the tray part on the front could attach on without the rest of the tray and all the toys on the side, like the bumbo tray, but it doesn't. That being said, I still like it better than the bumbo because my little guy got stuck in that and he fits just fine in this with room to grow, and it has a lot more functionality than the bumbo.",4
Disney Multi-Character Toddler Girl's Panties - 7 Pack-7 Designs (4T),Adorable big girl underpants!  They fit well and feature characters you don't normally see when buying in a brick and mortar shop.,5
Toy Story Cotton Rich Twin Comforter,"I love this blanket. The colors on the picture look pretty blah.... I went along with a review that said that the colors are very vivid and indeed, they are. It is an awesome beautiful blanket for my 4 year old. In his words: &#34;That's so cool! I love it, mommy! Thank you so much!!&#34; It did have a peculiar smell to it and after I washed it a couple of times, it went away. The best part for me, as a mom, is that it doesn't slip and slide falling on the ground or easily kicked towards the footboard. It stays put on him which works for its sole purpose--to keep him warm at night. Yes, I recommend this blanket. I was afraid the quality would not be the greatest, but it is.",5
Cup &amp; Ball Classic Kendama Japanese Eraser. 2 Pack. By PencilThings,I bought a pack of these for each of my 3 kids for Christmas.  My older two are 'obsessed' w/ Kendamas and my little one copies everything they do.  These things are so cute I know my kids will love them!,4
ThumbGuard LG (7-15 yrs.),"My 4 year old daughter would not stop sucking on her thumb, I have tried things in the pastat it would not work. What I liked it actually stayed on her and she never sucked on her thumbever again. I would recommend it to anyone is really works!!",5
"Britax Marathon 70-G3 Convertible Car Seat, Onyx","i purchased this car seat, drove with it for several weeks in my car, and loved it so much I purchased another for my husband's car. It's easy to get baby in and out, simple to adjust while baby is seated, and it looks nice. The fabric is very good quality, and it was a cinch to install. I put them both in myself without any help, and when I took them to the fire department to have them double-check the installation, they said I had done it perfectly. I have recommended this seat to several friends with babies, and Amazon has the best pricing I've found.",5
Nosefrida Baby Nasal Aspirator with 4 filters and 20 Additional Filters,Finally a product that is successful in giving babies and young children the relief they need from stuffy gunky noses.For special needs &#34;older&#34; children who physically will never be able to blow their noses effectively this is a heaven sentitem for parents and care takers.,5
"Edushape Edu-Tiles 26 Piece 6x4ft Play Mat, Uppercase Letters","Regardless of the surface (hardwood, tile, carpet) they tend to break apart pretty easily. The material is very soft, but also somewhat thin, so though it does offer some protection the pieces tend to not be sturdy enough to stay together after being walked on a few times. Overall they're pretty good for the price. We use them on hardwoods and ended up taping the back of the pieces together to get them to stay in place, which has worked really well.",4
"Baby Delight Snuggle Nest, Green/White","My husband and I are more than happy with this product, our new born slept great.  She will not sleep in her co sleeper for some reason, but will sleep in it with the snuggle nest.  I think it may have to do with the size making her fell secure.  I read other reviews about the night light music etc... and all I can say is awesome.  The light works great, I was able to tend to my daughters needs without turning every light in the room on.  The size is great and it feels well made and secure, my husband and I are one of those worriers and we where afraid to roll on her.  The snuggle nest lets you rest assured, I sleep great with it to. The only thing I will warn you about is we have a queen bed so it does feel a little cramped however we do not care.",5
